id,trap_id,site,habitat,date_set,sample_round,notes,sp_code,count,family,genus,species
125,5,site_1,longleaf,2010-12-11,3,NA,a_cra,NA,Scarabaeidae,Aphodius,crassulus
125,5,site_1,longleaf,2010-12-11,3,NA,a_stu,15,Scarabaeidae,Aphodius,stupidus
125,5,site_1,longleaf,2010-12-11,3,NA,m_pun,NA,Scarabaeidae,Melanocanthon,punctaticollis
125,5,site_1,longleaf,2010-12-11,3,NA,o_aci,NA,Scarabaeidae,Onthophagus,aciculatulus
125,5,site_1,longleaf,2010-12-11,3,NA,a_liv,NA,Scarabaeidae,Aphodius,lividus
125,5,site_1,longleaf,2010-12-11,3,NA,d_car,NA,Scarabaeidae,Dichotomius,carolinus
125,5,site_1,longleaf,2010-12-11,3,NA,o_con,NA,Scarabaeidae,Onthophagus,concinnus
125,5,site_1,longleaf,2010-12-11,3,NA,o_str,NA,Scarabaeidae,Onthophagus,striatulus floridanus
125,5,site_1,longleaf,2010-12-11,3,NA,a_cyl,NA,Scarabaeidae,Ataenius,cylindrus ?
125,5,site_1,longleaf,2010-12-11,3,NA,g_bla,NA,Scarabaeidae,Geotrupes,b. blackburnii
125,5,site_1,longleaf,2010-12-11,3,NA,o_pen,NA,Scarabaeidae,Onthophagus,pennsylvanicus
125,5,site_1,longleaf,2010-12-11,3,NA,a_rub,NA,Scarabaeidae,Aphodius,rubeolus
125,5,site_1,longleaf,2010-12-11,3,NA,c_min,NA,Scarabaeidae,Copris,minutus
125,5,site_1,longleaf,2010-12-11,3,NA,c_vig,NA,Scarabaeidae,Canthon,vigilans
125,5,site_1,longleaf,2010-12-11,3,NA,b_pro,NA,Scarabaeidae,Boreocanthon,probus
125,5,site_1,longleaf,2010-12-11,3,NA,d_gib,NA,Scarabaeidae,Deltochilum,gibbosum gibbosum
125,5,site_1,longleaf,2010-12-11,3,NA,p_per,NA,Scarabaeidae,Pseudocanthon,perplexus
125,5,site_1,longleaf,2010-12-11,3,NA,h__,NA,Histeridae,NA,NA
125,5,site_1,longleaf,2010-12-11,3,NA,sp1,NA,NA,NA,NA
125,5,site_1,longleaf,2010-12-11,3,NA,sp2,NA,NA,NA,NA
125,5,site_1,longleaf,2010-12-11,3,NA,unkno,NA,NA,NA,NA
126,6,site_1,longleaf,2010-12-11,3,NA,p_ign,NA,Scarabaeidae,Phanaeus,igneus floridanus
126,6,site_1,longleaf,2010-12-11,3,NA,b_dep,NA,Scarabaeidae,Boreocanthon,depressipennis
126,6,site_1,longleaf,2010-12-11,3,NA,o_tub,NA,Scarabaeidae,Onthophagus,tuberculifrons
126,6,site_1,longleaf,2010-12-11,3,NA,o_okl,NA,Scarabaeidae,Onthophagus,oklahomensis (or pennsylvanicus oct-march)
126,6,site_1,longleaf,2010-12-11,3,NA,a_cam,1,Scarabaeidae,Aphodius,campestris
126,6,site_1,longleaf,2010-12-11,3,NA,o_hec,NA,Scarabaeidae,Onthophagus,hecate
126,6,site_1,longleaf,2010-12-11,3,NA,m_bis,NA,Scarabaeidae,Melanocanthon,bispinatus
126,6,site_1,longleaf,2010-12-11,3,NA,g_vir,NA,Scarabaeidae,Glaphyrocanthon,v. viridis
126,6,site_1,longleaf,2010-12-11,3,NA,p_pro,NA,Scarabaeidae,Peltotrupes,profundus or youngi
126,6,site_1,longleaf,2010-12-11,3,NA,b_for,NA,Scarabaeidae,Blackburneus,fordi
126,6,site_1,longleaf,2010-12-11,3,NA,a_lec,NA,Scarabaeidae,Ateuchus,lecontei
126,6,site_1,longleaf,2010-12-11,3,NA,a_bic,NA,Scarabaeidae,Aphodius,bicolor
126,6,site_1,longleaf,2010-12-11,3,NA,a_cra,NA,Scarabaeidae,Aphodius,crassulus
126,6,site_1,longleaf,2010-12-11,3,NA,a_stu,1,Scarabaeidae,Aphodius,stupidus
126,6,site_1,longleaf,2010-12-11,3,NA,m_pun,NA,Scarabaeidae,Melanocanthon,punctaticollis
126,6,site_1,longleaf,2010-12-11,3,NA,o_aci,NA,Scarabaeidae,Onthophagus,aciculatulus
126,6,site_1,longleaf,2010-12-11,3,NA,a_liv,NA,Scarabaeidae,Aphodius,lividus
126,6,site_1,longleaf,2010-12-11,3,NA,d_car,NA,Scarabaeidae,Dichotomius,carolinus
126,6,site_1,longleaf,2010-12-11,3,NA,o_con,NA,Scarabaeidae,Onthophagus,concinnus
126,6,site_1,longleaf,2010-12-11,3,NA,o_str,NA,Scarabaeidae,Onthophagus,striatulus floridanus
126,6,site_1,longleaf,2010-12-11,3,NA,a_cyl,NA,Scarabaeidae,Ataenius,cylindrus ?
126,6,site_1,longleaf,2010-12-11,3,NA,g_bla,NA,Scarabaeidae,Geotrupes,b. blackburnii
126,6,site_1,longleaf,2010-12-11,3,NA,o_pen,NA,Scarabaeidae,Onthophagus,pennsylvanicus
126,6,site_1,longleaf,2010-12-11,3,NA,a_rub,NA,Scarabaeidae,Aphodius,rubeolus
126,6,site_1,longleaf,2010-12-11,3,NA,c_min,NA,Scarabaeidae,Copris,minutus
126,6,site_1,longleaf,2010-12-11,3,NA,c_vig,NA,Scarabaeidae,Canthon,vigilans
126,6,site_1,longleaf,2010-12-11,3,NA,b_pro,NA,Scarabaeidae,Boreocanthon,probus
126,6,site_1,longleaf,2010-12-11,3,NA,d_gib,NA,Scarabaeidae,Deltochilum,gibbosum gibbosum
126,6,site_1,longleaf,2010-12-11,3,NA,p_per,NA,Scarabaeidae,Pseudocanthon,perplexus
126,6,site_1,longleaf,2010-12-11,3,NA,h__,NA,Histeridae,NA,NA
126,6,site_1,longleaf,2010-12-11,3,NA,sp1,NA,NA,NA,NA
126,6,site_1,longleaf,2010-12-11,3,NA,sp2,NA,NA,NA,NA
126,6,site_1,longleaf,2010-12-11,3,NA,unkno,NA,NA,NA,NA
127,7,site_1,longleaf,2010-12-11,3,NA,p_ign,NA,Scarabaeidae,Phanaeus,igneus floridanus
127,7,site_1,longleaf,2010-12-11,3,NA,b_dep,NA,Scarabaeidae,Boreocanthon,depressipennis
127,7,site_1,longleaf,2010-12-11,3,NA,o_tub,NA,Scarabaeidae,Onthophagus,tuberculifrons
127,7,site_1,longleaf,2010-12-11,3,NA,o_okl,NA,Scarabaeidae,Onthophagus,oklahomensis (or pennsylvanicus oct-march)
127,7,site_1,longleaf,2010-12-11,3,NA,a_cam,2,Scarabaeidae,Aphodius,campestris
127,7,site_1,longleaf,2010-12-11,3,NA,o_hec,NA,Scarabaeidae,Onthophagus,hecate
127,7,site_1,longleaf,2010-12-11,3,NA,m_bis,NA,Scarabaeidae,Melanocanthon,bispinatus
127,7,site_1,longleaf,2010-12-11,3,NA,g_vir,NA,Scarabaeidae,Glaphyrocanthon,v. viridis
127,7,site_1,longleaf,2010-12-11,3,NA,p_pro,NA,Scarabaeidae,Peltotrupes,profundus or youngi
127,7,site_1,longleaf,2010-12-11,3,NA,b_for,NA,Scarabaeidae,Blackburneus,fordi
127,7,site_1,longleaf,2010-12-11,3,NA,a_lec,NA,Scarabaeidae,Ateuchus,lecontei
127,7,site_1,longleaf,2010-12-11,3,NA,a_bic,NA,Scarabaeidae,Aphodius,bicolor
127,7,site_1,longleaf,2010-12-11,3,NA,a_cra,NA,Scarabaeidae,Aphodius,crassulus
127,7,site_1,longleaf,2010-12-11,3,NA,a_stu,1,Scarabaeidae,Aphodius,stupidus
127,7,site_1,longleaf,2010-12-11,3,NA,m_pun,NA,Scarabaeidae,Melanocanthon,punctaticollis
127,7,site_1,longleaf,2010-12-11,3,NA,o_aci,NA,Scarabaeidae,Onthophagus,aciculatulus
127,7,site_1,longleaf,2010-12-11,3,NA,a_liv,NA,Scarabaeidae,Aphodius,lividus
127,7,site_1,longleaf,2010-12-11,3,NA,d_car,NA,Scarabaeidae,Dichotomius,carolinus
127,7,site_1,longleaf,2010-12-11,3,NA,o_con,NA,Scarabaeidae,Onthophagus,concinnus
127,7,site_1,longleaf,2010-12-11,3,NA,o_str,NA,Scarabaeidae,Onthophagus,striatulus floridanus
127,7,site_1,longleaf,2010-12-11,3,NA,a_cyl,NA,Scarabaeidae,Ataenius,cylindrus ?
127,7,site_1,longleaf,2010-12-11,3,NA,g_bla,NA,Scarabaeidae,Geotrupes,b. blackburnii
127,7,site_1,longleaf,2010-12-11,3,NA,o_pen,NA,Scarabaeidae,Onthophagus,pennsylvanicus
127,7,site_1,longleaf,2010-12-11,3,NA,a_rub,NA,Scarabaeidae,Aphodius,rubeolus
127,7,site_1,longleaf,2010-12-11,3,NA,c_min,NA,Scarabaeidae,Copris,minutus
127,7,site_1,longleaf,2010-12-11,3,NA,c_vig,NA,Scarabaeidae,Canthon,vigilans
127,7,site_1,longleaf,2010-12-11,3,NA,b_pro,NA,Scarabaeidae,Boreocanthon,probus
127,7,site_1,longleaf,2010-12-11,3,NA,d_gib,NA,Scarabaeidae,Deltochilum,gibbosum gibbosum
127,7,site_1,longleaf,2010-12-11,3,NA,p_per,NA,Scarabaeidae,Pseudocanthon,perplexus
127,7,site_1,longleaf,2010-12-11,3,NA,h__,NA,Histeridae,NA,NA
127,7,site_1,longleaf,2010-12-11,3,NA,sp1,NA,NA,NA,NA
127,7,site_1,longleaf,2010-12-11,3,NA,sp2,NA,NA,NA,NA
127,7,site_1,longleaf,2010-12-11,3,NA,unkno,NA,NA,NA,NA
128,8,site_1,longleaf,2010-12-11,3,NA,p_ign,NA,Scarabaeidae,Phanaeus,igneus floridanus
128,8,site_1,longleaf,2010-12-11,3,NA,b_dep,NA,Scarabaeidae,Boreocanthon,depressipennis
128,8,site_1,longleaf,2010-12-11,3,NA,o_tub,NA,Scarabaeidae,Onthophagus,tuberculifrons
128,8,site_1,longleaf,2010-12-11,3,NA,o_okl,NA,Scarabaeidae,Onthophagus,oklahomensis (or pennsylvanicus oct-march)
128,8,site_1,longleaf,2010-12-11,3,NA,a_cam,NA,Scarabaeidae,Aphodius,campestris
128,8,site_1,longleaf,2010-12-11,3,NA,o_hec,NA,Scarabaeidae,Onthophagus,hecate
128,8,site_1,longleaf,2010-12-11,3,NA,m_bis,NA,Scarabaeidae,Melanocanthon,bispinatus
128,8,site_1,longleaf,2010-12-11,3,NA,g_vir,NA,Scarabaeidae,Glaphyrocanthon,v. viridis
128,8,site_1,longleaf,2010-12-11,3,NA,p_pro,NA,Scarabaeidae,Peltotrupes,profundus or youngi
128,8,site_1,longleaf,2010-12-11,3,NA,b_for,NA,Scarabaeidae,Blackburneus,fordi
128,8,site_1,longleaf,2010-12-11,3,NA,a_lec,NA,Scarabaeidae,Ateuchus,lecontei
128,8,site_1,longleaf,2010-12-11,3,NA,a_bic,NA,Scarabaeidae,Aphodius,bicolor
128,8,site_1,longleaf,2010-12-11,3,NA,a_cra,NA,Scarabaeidae,Aphodius,crassulus
128,8,site_1,longleaf,2010-12-11,3,NA,a_stu,2,Scarabaeidae,Aphodius,stupidus
128,8,site_1,longleaf,2010-12-11,3,NA,m_pun,NA,Scarabaeidae,Melanocanthon,punctaticollis
128,8,site_1,longleaf,2010-12-11,3,NA,o_aci,NA,Scarabaeidae,Onthophagus,aciculatulus
128,8,site_1,longleaf,2010-12-11,3,NA,a_liv,NA,Scarabaeidae,Aphodius,lividus
128,8,site_1,longleaf,2010-12-11,3,NA,d_car,NA,Scarabaeidae,Dichotomius,carolinus
128,8,site_1,longleaf,2010-12-11,3,NA,o_con,NA,Scarabaeidae,Onthophagus,concinnus
128,8,site_1,longleaf,2010-12-11,3,NA,o_str,NA,Scarabaeidae,Onthophagus,striatulus floridanus
128,8,site_1,longleaf,2010-12-11,3,NA,a_cyl,NA,Scarabaeidae,Ataenius,cylindrus ?
128,8,site_1,longleaf,2010-12-11,3,NA,g_bla,NA,Scarabaeidae,Geotrupes,b. blackburnii
128,8,site_1,longleaf,2010-12-11,3,NA,o_pen,NA,Scarabaeidae,Onthophagus,pennsylvanicus
128,8,site_1,longleaf,2010-12-11,3,NA,a_rub,NA,Scarabaeidae,Aphodius,rubeolus
128,8,site_1,longleaf,2010-12-11,3,NA,c_min,NA,Scarabaeidae,Copris,minutus
128,8,site_1,longleaf,2010-12-11,3,NA,c_vig,NA,Scarabaeidae,Canthon,vigilans
128,8,site_1,longleaf,2010-12-11,3,NA,b_pro,NA,Scarabaeidae,Boreocanthon,probus
128,8,site_1,longleaf,2010-12-11,3,NA,d_gib,NA,Scarabaeidae,Deltochilum,gibbosum gibbosum
128,8,site_1,longleaf,2010-12-11,3,NA,p_per,NA,Scarabaeidae,Pseudocanthon,perplexus
128,8,site_1,longleaf,2010-12-11,3,NA,h__,NA,Histeridae,NA,NA
128,8,site_1,longleaf,2010-12-11,3,NA,sp1,NA,NA,NA,NA
128,8,site_1,longleaf,2010-12-11,3,NA,sp2,NA,NA,NA,NA
128,8,site_1,longleaf,2010-12-11,3,NA,unkno,NA,NA,NA,NA
129,9,site_1,longleaf,2010-12-11,3,NA,p_ign,NA,Scarabaeidae,Phanaeus,igneus floridanus
129,9,site_1,longleaf,2010-12-11,3,NA,b_dep,NA,Scarabaeidae,Boreocanthon,depressipennis
129,9,site_1,longleaf,2010-12-11,3,NA,o_tub,NA,Scarabaeidae,Onthophagus,tuberculifrons
129,9,site_1,longleaf,2010-12-11,3,NA,o_okl,NA,Scarabaeidae,Onthophagus,oklahomensis (or pennsylvanicus oct-march)
129,9,site_1,longleaf,2010-12-11,3,NA,a_cam,NA,Scarabaeidae,Aphodius,campestris
129,9,site_1,longleaf,2010-12-11,3,NA,o_hec,NA,Scarabaeidae,Onthophagus,hecate
129,9,site_1,longleaf,2010-12-11,3,NA,m_bis,NA,Scarabaeidae,Melanocanthon,bispinatus
129,9,site_1,longleaf,2010-12-11,3,NA,g_vir,NA,Scarabaeidae,Glaphyrocanthon,v. viridis
129,9,site_1,longleaf,2010-12-11,3,NA,p_pro,NA,Scarabaeidae,Peltotrupes,profundus or youngi
129,9,site_1,longleaf,2010-12-11,3,NA,b_for,NA,Scarabaeidae,Blackburneus,fordi
129,9,site_1,longleaf,2010-12-11,3,NA,a_lec,NA,Scarabaeidae,Ateuchus,lecontei
129,9,site_1,longleaf,2010-12-11,3,NA,a_bic,NA,Scarabaeidae,Aphodius,bicolor
129,9,site_1,longleaf,2010-12-11,3,NA,a_cra,NA,Scarabaeidae,Aphodius,crassulus
129,9,site_1,longleaf,2010-12-11,3,NA,a_stu,12,Scarabaeidae,Aphodius,stupidus
129,9,site_1,longleaf,2010-12-11,3,NA,m_pun,NA,Scarabaeidae,Melanocanthon,punctaticollis
129,9,site_1,longleaf,2010-12-11,3,NA,o_aci,NA,Scarabaeidae,Onthophagus,aciculatulus
129,9,site_1,longleaf,2010-12-11,3,NA,a_liv,NA,Scarabaeidae,Aphodius,lividus
129,9,site_1,longleaf,2010-12-11,3,NA,d_car,NA,Scarabaeidae,Dichotomius,carolinus
129,9,site_1,longleaf,2010-12-11,3,NA,o_con,NA,Scarabaeidae,Onthophagus,concinnus
129,9,site_1,longleaf,2010-12-11,3,NA,o_str,NA,Scarabaeidae,Onthophagus,striatulus floridanus
129,9,site_1,longleaf,2010-12-11,3,NA,a_cyl,NA,Scarabaeidae,Ataenius,cylindrus ?
129,9,site_1,longleaf,2010-12-11,3,NA,g_bla,NA,Scarabaeidae,Geotrupes,b. blackburnii
129,9,site_1,longleaf,2010-12-11,3,NA,o_pen,NA,Scarabaeidae,Onthophagus,pennsylvanicus
129,9,site_1,longleaf,2010-12-11,3,NA,a_rub,NA,Scarabaeidae,Aphodius,rubeolus
129,9,site_1,longleaf,2010-12-11,3,NA,c_min,NA,Scarabaeidae,Copris,minutus
129,9,site_1,longleaf,2010-12-11,3,NA,c_vig,NA,Scarabaeidae,Canthon,vigilans
129,9,site_1,longleaf,2010-12-11,3,NA,b_pro,NA,Scarabaeidae,Boreocanthon,probus
129,9,site_1,longleaf,2010-12-11,3,NA,d_gib,NA,Scarabaeidae,Deltochilum,gibbosum gibbosum
129,9,site_1,longleaf,2010-12-11,3,NA,p_per,NA,Scarabaeidae,Pseudocanthon,perplexus
129,9,site_1,longleaf,2010-12-11,3,NA,h__,NA,Histeridae,NA,NA
129,9,site_1,longleaf,2010-12-11,3,NA,sp1,NA,NA,NA,NA
129,9,site_1,longleaf,2010-12-11,3,NA,sp2,NA,NA,NA,NA
129,9,site_1,longleaf,2010-12-11,3,NA,unkno,NA,NA,NA,NA
130,10,site_1,longleaf,2010-12-11,3,NA,p_ign,NA,Scarabaeidae,Phanaeus,igneus floridanus
130,10,site_1,longleaf,2010-12-11,3,NA,b_dep,NA,Scarabaeidae,Boreocanthon,depressipennis
130,10,site_1,longleaf,2010-12-11,3,NA,o_tub,NA,Scarabaeidae,Onthophagus,tuberculifrons
130,10,site_1,longleaf,2010-12-11,3,NA,o_okl,NA,Scarabaeidae,Onthophagus,oklahomensis (or pennsylvanicus oct-march)
130,10,site_1,longleaf,2010-12-11,3,NA,a_cam,NA,Scarabaeidae,Aphodius,campestris
130,10,site_1,longleaf,2010-12-11,3,NA,o_hec,NA,Scarabaeidae,Onthophagus,hecate
130,10,site_1,longleaf,2010-12-11,3,NA,m_bis,NA,Scarabaeidae,Melanocanthon,bispinatus
130,10,site_1,longleaf,2010-12-11,3,NA,g_vir,NA,Scarabaeidae,Glaphyrocanthon,v. viridis
130,10,site_1,longleaf,2010-12-11,3,NA,p_pro,NA,Scarabaeidae,Peltotrupes,profundus or youngi
130,10,site_1,longleaf,2010-12-11,3,NA,b_for,NA,Scarabaeidae,Blackburneus,fordi
130,10,site_1,longleaf,2010-12-11,3,NA,a_lec,NA,Scarabaeidae,Ateuchus,lecontei
130,10,site_1,longleaf,2010-12-11,3,NA,a_bic,NA,Scarabaeidae,Aphodius,bicolor
130,10,site_1,longleaf,2010-12-11,3,NA,a_cra,NA,Scarabaeidae,Aphodius,crassulus
130,10,site_1,longleaf,2010-12-11,3,NA,a_stu,7,Scarabaeidae,Aphodius,stupidus
130,10,site_1,longleaf,2010-12-11,3,NA,m_pun,NA,Scarabaeidae,Melanocanthon,punctaticollis
130,10,site_1,longleaf,2010-12-11,3,NA,o_aci,NA,Scarabaeidae,Onthophagus,aciculatulus
130,10,site_1,longleaf,2010-12-11,3,NA,a_liv,NA,Scarabaeidae,Aphodius,lividus
130,10,site_1,longleaf,2010-12-11,3,NA,d_car,NA,Scarabaeidae,Dichotomius,carolinus
130,10,site_1,longleaf,2010-12-11,3,NA,o_con,NA,Scarabaeidae,Onthophagus,concinnus
130,10,site_1,longleaf,2010-12-11,3,NA,o_str,NA,Scarabaeidae,Onthophagus,striatulus floridanus
130,10,site_1,longleaf,2010-12-11,3,NA,a_cyl,NA,Scarabaeidae,Ataenius,cylindrus ?
130,10,site_1,longleaf,2010-12-11,3,NA,g_bla,NA,Scarabaeidae,Geotrupes,b. blackburnii
130,10,site_1,longleaf,2010-12-11,3,NA,o_pen,NA,Scarabaeidae,Onthophagus,pennsylvanicus
130,10,site_1,longleaf,2010-12-11,3,NA,a_rub,NA,Scarabaeidae,Aphodius,rubeolus
130,10,site_1,longleaf,2010-12-11,3,NA,c_min,NA,Scarabaeidae,Copris,minutus
130,10,site_1,longleaf,2010-12-11,3,NA,c_vig,NA,Scarabaeidae,Canthon,vigilans
130,10,site_1,longleaf,2010-12-11,3,NA,b_pro,NA,Scarabaeidae,Boreocanthon,probus
130,10,site_1,longleaf,2010-12-11,3,NA,d_gib,NA,Scarabaeidae,Deltochilum,gibbosum gibbosum
130,10,site_1,longleaf,2010-12-11,3,NA,p_per,NA,Scarabaeidae,Pseudocanthon,perplexus
130,10,site_1,longleaf,2010-12-11,3,NA,h__,1,Histeridae,NA,NA
130,10,site_1,longleaf,2010-12-11,3,NA,sp1,NA,NA,NA,NA
130,10,site_1,longleaf,2010-12-11,3,NA,sp2,NA,NA,NA,NA
130,10,site_1,longleaf,2010-12-11,3,NA,unkno,NA,NA,NA,NA
131,11,site_2,longleaf,2010-12-11,3,NA,p_ign,NA,Scarabaeidae,Phanaeus,igneus floridanus
131,11,site_2,longleaf,2010-12-11,3,NA,b_dep,NA,Scarabaeidae,Boreocanthon,depressipennis
131,11,site_2,longleaf,2010-12-11,3,NA,o_tub,NA,Scarabaeidae,Onthophagus,tuberculifrons
131,11,site_2,longleaf,2010-12-11,3,NA,o_okl,NA,Scarabaeidae,Onthophagus,oklahomensis (or pennsylvanicus oct-march)
131,11,site_2,longleaf,2010-12-11,3,NA,a_cam,NA,Scarabaeidae,Aphodius,campestris
131,11,site_2,longleaf,2010-12-11,3,NA,o_hec,NA,Scarabaeidae,Onthophagus,hecate
131,11,site_2,longleaf,2010-12-11,3,NA,m_bis,NA,Scarabaeidae,Melanocanthon,bispinatus
131,11,site_2,longleaf,2010-12-11,3,NA,g_vir,NA,Scarabaeidae,Glaphyrocanthon,v. viridis
131,11,site_2,longleaf,2010-12-11,3,NA,p_pro,NA,Scarabaeidae,Peltotrupes,profundus or youngi
131,11,site_2,longleaf,2010-12-11,3,NA,b_for,NA,Scarabaeidae,Blackburneus,fordi
131,11,site_2,longleaf,2010-12-11,3,NA,a_lec,NA,Scarabaeidae,Ateuchus,lecontei
131,11,site_2,longleaf,2010-12-11,3,NA,a_bic,NA,Scarabaeidae,Aphodius,bicolor
131,11,site_2,longleaf,2010-12-11,3,NA,a_cra,NA,Scarabaeidae,Aphodius,crassulus
131,11,site_2,longleaf,2010-12-11,3,NA,a_stu,NA,Scarabaeidae,Aphodius,stupidus
131,11,site_2,longleaf,2010-12-11,3,NA,m_pun,NA,Scarabaeidae,Melanocanthon,punctaticollis
131,11,site_2,longleaf,2010-12-11,3,NA,o_aci,NA,Scarabaeidae,Onthophagus,aciculatulus
131,11,site_2,longleaf,2010-12-11,3,NA,a_liv,NA,Scarabaeidae,Aphodius,lividus
131,11,site_2,longleaf,2010-12-11,3,NA,d_car,NA,Scarabaeidae,Dichotomius,carolinus
131,11,site_2,longleaf,2010-12-11,3,NA,o_con,NA,Scarabaeidae,Onthophagus,concinnus
131,11,site_2,longleaf,2010-12-11,3,NA,o_str,NA,Scarabaeidae,Onthophagus,striatulus floridanus
131,11,site_2,longleaf,2010-12-11,3,NA,a_cyl,NA,Scarabaeidae,Ataenius,cylindrus ?
131,11,site_2,longleaf,2010-12-11,3,NA,g_bla,NA,Scarabaeidae,Geotrupes,b. blackburnii
131,11,site_2,longleaf,2010-12-11,3,NA,o_pen,NA,Scarabaeidae,Onthophagus,pennsylvanicus
131,11,site_2,longleaf,2010-12-11,3,NA,a_rub,NA,Scarabaeidae,Aphodius,rubeolus
131,11,site_2,longleaf,2010-12-11,3,NA,c_min,NA,Scarabaeidae,Copris,minutus
131,11,site_2,longleaf,2010-12-11,3,NA,c_vig,NA,Scarabaeidae,Canthon,vigilans
131,11,site_2,longleaf,2010-12-11,3,NA,b_pro,NA,Scarabaeidae,Boreocanthon,probus
131,11,site_2,longleaf,2010-12-11,3,NA,d_gib,NA,Scarabaeidae,Deltochilum,gibbosum gibbosum
131,11,site_2,longleaf,2010-12-11,3,NA,p_per,NA,Scarabaeidae,Pseudocanthon,perplexus
131,11,site_2,longleaf,2010-12-11,3,NA,h__,NA,Histeridae,NA,NA
131,11,site_2,longleaf,2010-12-11,3,NA,sp1,NA,NA,NA,NA
131,11,site_2,longleaf,2010-12-11,3,NA,sp2,NA,NA,NA,NA
131,11,site_2,longleaf,2010-12-11,3,NA,unkno,NA,NA,NA,NA
132,12,site_2,longleaf,2010-12-11,3,NA,p_ign,NA,Scarabaeidae,Phanaeus,igneus floridanus
132,12,site_2,longleaf,2010-12-11,3,NA,b_dep,NA,Scarabaeidae,Boreocanthon,depressipennis
132,12,site_2,longleaf,2010-12-11,3,NA,o_tub,NA,Scarabaeidae,Onthophagus,tuberculifrons
132,12,site_2,longleaf,2010-12-11,3,NA,o_okl,NA,Scarabaeidae,Onthophagus,oklahomensis (or pennsylvanicus oct-march)
132,12,site_2,longleaf,2010-12-11,3,NA,a_cam,1,Scarabaeidae,Aphodius,campestris
132,12,site_2,longleaf,2010-12-11,3,NA,o_hec,NA,Scarabaeidae,Onthophagus,hecate
132,12,site_2,longleaf,2010-12-11,3,NA,m_bis,NA,Scarabaeidae,Melanocanthon,bispinatus
132,12,site_2,longleaf,2010-12-11,3,NA,g_vir,NA,Scarabaeidae,Glaphyrocanthon,v. viridis
132,12,site_2,longleaf,2010-12-11,3,NA,p_pro,NA,Scarabaeidae,Peltotrupes,profundus or youngi
132,12,site_2,longleaf,2010-12-11,3,NA,b_for,NA,Scarabaeidae,Blackburneus,fordi
132,12,site_2,longleaf,2010-12-11,3,NA,a_lec,NA,Scarabaeidae,Ateuchus,lecontei
132,12,site_2,longleaf,2010-12-11,3,NA,a_bic,NA,Scarabaeidae,Aphodius,bicolor
132,12,site_2,longleaf,2010-12-11,3,NA,a_cra,NA,Scarabaeidae,Aphodius,crassulus
132,12,site_2,longleaf,2010-12-11,3,NA,a_stu,NA,Scarabaeidae,Aphodius,stupidus
132,12,site_2,longleaf,2010-12-11,3,NA,m_pun,NA,Scarabaeidae,Melanocanthon,punctaticollis
132,12,site_2,longleaf,2010-12-11,3,NA,o_aci,NA,Scarabaeidae,Onthophagus,aciculatulus
132,12,site_2,longleaf,2010-12-11,3,NA,a_liv,NA,Scarabaeidae,Aphodius,lividus
132,12,site_2,longleaf,2010-12-11,3,NA,d_car,NA,Scarabaeidae,Dichotomius,carolinus
132,12,site_2,longleaf,2010-12-11,3,NA,o_con,NA,Scarabaeidae,Onthophagus,concinnus
132,12,site_2,longleaf,2010-12-11,3,NA,o_str,NA,Scarabaeidae,Onthophagus,striatulus floridanus
132,12,site_2,longleaf,2010-12-11,3,NA,a_cyl,NA,Scarabaeidae,Ataenius,cylindrus ?
132,12,site_2,longleaf,2010-12-11,3,NA,g_bla,NA,Scarabaeidae,Geotrupes,b. blackburnii
132,12,site_2,longleaf,2010-12-11,3,NA,o_pen,NA,Scarabaeidae,Onthophagus,pennsylvanicus
132,12,site_2,longleaf,2010-12-11,3,NA,a_rub,NA,Scarabaeidae,Aphodius,rubeolus
132,12,site_2,longleaf,2010-12-11,3,NA,c_min,NA,Scarabaeidae,Copris,minutus
132,12,site_2,longleaf,2010-12-11,3,NA,c_vig,NA,Scarabaeidae,Canthon,vigilans
132,12,site_2,longleaf,2010-12-11,3,NA,b_pro,NA,Scarabaeidae,Boreocanthon,probus
132,12,site_2,longleaf,2010-12-11,3,NA,d_gib,NA,Scarabaeidae,Deltochilum,gibbosum gibbosum
132,12,site_2,longleaf,2010-12-11,3,NA,p_per,NA,Scarabaeidae,Pseudocanthon,perplexus
132,12,site_2,longleaf,2010-12-11,3,NA,h__,NA,Histeridae,NA,NA
132,12,site_2,longleaf,2010-12-11,3,NA,sp1,NA,NA,NA,NA
132,12,site_2,longleaf,2010-12-11,3,NA,sp2,NA,NA,NA,NA
132,12,site_2,longleaf,2010-12-11,3,NA,unkno,NA,NA,NA,NA
133,13,site_2,longleaf,2010-12-11,3,NA,p_ign,NA,Scarabaeidae,Phanaeus,igneus floridanus
133,13,site_2,longleaf,2010-12-11,3,NA,b_dep,NA,Scarabaeidae,Boreocanthon,depressipennis
133,13,site_2,longleaf,2010-12-11,3,NA,o_tub,NA,Scarabaeidae,Onthophagus,tuberculifrons
133,13,site_2,longleaf,2010-12-11,3,NA,o_okl,NA,Scarabaeidae,Onthophagus,oklahomensis (or pennsylvanicus oct-march)
133,13,site_2,longleaf,2010-12-11,3,NA,a_cam,1,Scarabaeidae,Aphodius,campestris
133,13,site_2,longleaf,2010-12-11,3,NA,o_hec,NA,Scarabaeidae,Onthophagus,hecate
133,13,site_2,longleaf,2010-12-11,3,NA,m_bis,NA,Scarabaeidae,Melanocanthon,bispinatus
133,13,site_2,longleaf,2010-12-11,3,NA,g_vir,NA,Scarabaeidae,Glaphyrocanthon,v. viridis
